id,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.08,2014-03-13,0.0,14.101,47.864666666666665,0.0,0.0,0.0,0.0,26.106875,33.49183333333334,0.0,0.0,13.062,0.0,0.0,0.0,0.6,6.6,55.06653335889176,1.0
AS14.13,2014-03-13,0.0,7.169666666666667,46.67227272727273,36.754,0.0,0.0,0.0,46.7236,174.092,0.0,0.0,13.062,0.0,1.0,-2.0,1.0,7.0,83.48246666590373,1.0
AS14.16,2014-03-13,0.0,4.9139,30.734166666666667,36.754,0.0,0.0,0.0,36.415237499999996,103.79191666666668,0.0,0.0,13.062,0.0,1.0,-0.5,1.5,8.0,22.923222197426664,1.0
AS14.17,2014-03-13,0.0,8.728188888888889,41.75703535353535,36.754,0.0,0.0,0.0,36.415237499999996,103.79191666666668,0.0,0.0,13.062,0.0,1.0,0.75,0.75,7.25,53.82407407407405,1.0
AS14.05,2014-03-14,0.0,15.121823529411769,49.57305681818182,4.144753846153846,0.0,0.0,0.0,44.801875,58.581125,0.0,0.0,9.552333333333332,0.0,1.0,-1.0,2.0,8.0,63.892159079963534,1.0
AS14.08,2014-03-14,0.0,20.43906896551724,15.31076,20.449376923076922,0.0,0.0,0.0,8.4516,30.768107142857144,116.12227272727272,25.749571428571425,6.703,0.0,1.0,-0.2,1.2,7.4,71.8591915039306,1.0
AS14.13,2014-03-14,0.0,19.142244680851064,48.967200000000005,50.052,0.0,0.0,0.0,44.88381481481482,36.115307692307695,81.78328571428571,25.749571428571425,8.127666666666666,0.0,1.0,0.2,1.4,7.8,42.396488382372745,1.0
AS14.15,2014-03-14,0.0,22.450083333333332,35.161,27.098376923076923,0.0,0.0,0.0,172.527,41.82151327838828,98.9527792207792,25.749571428571425,8.127666666666666,0.0,1.0,-0.25,0.5,6.5,81.01533341407777,1.0
AS14.16,2014-03-14,0.0,3.321333333333333,6.877,27.098376923076923,0.0,0.0,0.0,29.064,41.82151327838828,98.9527792207792,25.749571428571425,8.127666666666666,0.0,1.0,-0.4,0.75,7.4,46.0409998893738,1.0
AS14.17,2014-03-14,0.0,16.338182578258742,26.578990000000005,50.052,0.0,0.0,0.0,63.73160370370371,33.44170741758242,98.9527792207792,25.749571428571425,6.703,0.0,1.0,1.0,1.0,8.0,60.32800329743873,1.0
AS14.05,2014-03-15,0.0,34.68734782608696,70.72208888888889,21.817297872340426,0.0,0.0,0.0,17.493100000000002,683.573,81.78328571428571,18.6877,10.32925,0.0,1.0,0.0,0.4,6.2,82.44242592652641,1.0
AS14.08,2014-03-15,0.0,6.8456,16.617565217391306,38.795,0.0,0.0,17.086,11.954166666666666,36.3555,0.0,18.6877,10.32925,0.0,1.0,-0.6,0.6,6.4,63.20063159340314,1.0
AS14.12,2014-03-15,0.0,14.951427053140101,31.40555136876007,30.306148936170214,0.0,0.0,17.086,19.503755555555568,359.96425,0.0,18.6877,10.32925,0.0,1.0,0.0,-0.5,5.5,63.89468580310112,1.0
AS14.13,2014-03-15,0.0,46.433136363636365,46.92137142857143,51.619230769230775,0.0,0.0,17.086,37.33145161290323,28.2539,0.0,18.6877,10.32925,0.0,1.0,0.2,0.4,7.0,37.98886064427799,1.0
AS14.15,2014-03-15,0.0,6.738833333333333,41.44833333333333,37.4105095471904,0.0,0.0,17.086,22.25957275985664,249.39413333333334,0.0,18.6877,10.32925,0.0,1.0,0.75,0.5,6.75,55.005666732788086,1.0
AS14.16,2014-03-15,0.0,5.081307692307693,26.660000000000004,65.813,8.0384,0.0,17.086,10.025,51.699,0.0,0.0,0.0,0.0,1.0,0.4,0.8,6.4,34.712214299610665,1.0
AS14.02,2014-03-16,0.0,25.323826530612248,47.04222388059701,88.392,8.0384,0.0,0.0,21.47926315789473,10.681823529411766,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.333333333333333,39.221015996933005,1.0
AS14.05,2014-03-16,0.0,19.48865,60.72411594202899,10.99056338028169,8.0384,0.0,0.0,22.17125,30.21157450980392,0.0,27.672,14.1865,0.0,1.0,-0.6666666666666666,0.0,6.333333333333333,66.84396384135785,1.0
AS14.08,2014-03-16,0.0,29.846,103.14482352941177,55.065187793427235,8.0384,0.0,0.0,7.034375,46.9405,0.0,27.672,11.119,0.0,1.0,-1.25,1.25,7.0,152.50643749535087,1.0
AS14.13,2014-03-16,0.0,10.723,43.29553333333333,37.964,8.0384,0.0,0.0,48.28985714285714,38.07986666666667,0.0,23.663,12.65275,0.0,1.0,-1.0,0.2,6.4,83.4051525269524,1.0
AS14.15,2014-03-16,0.0,21.34536913265306,63.55167417134277,45.78218779342723,0.0,0.0,0.0,24.743686325187973,31.90073006535948,0.0,25.6675,12.65275,0.0,1.0,-0.6666666666666666,0.3333333333333333,6.166666666666667,85.49414246514854,1.0
AS14.16,2014-03-16,0.0,9.766210526315788,13.382777777777775,24.47728169014085,19.082,0.0,0.0,12.717333333333334,42.51018333333333,0.0,25.6675,12.65275,0.0,1.0,-0.8,0.5,6.6,33.153818173842,1.0
AS14.02,2014-03-17,0.1680684149503257,9.313234848484848,47.55911578947369,502.2356,19.082,0.0,0.0,12.962375,10.3028,0.0,23.663,11.119,0.0,1.0,0.5,0.5,6.75,76.38924061086837,1.0
AS14.05,2014-03-17,0.083370520962047,44.18931578947368,31.123315789473683,10.6335625,19.082,0.0,0.0,7.4136,24.191333333333336,0.0,3.5340000000000003,6.442666666666668,0.0,1.0,-0.4,0.4,6.0,61.019826101220175,1.0
AS14.08,2014-03-17,0.0055555555555555,4.041714285714286,205.822,256.43458124999995,19.082,0.0,0.0,6.839499999999999,48.52346153846153,0.0,3.5340000000000003,6.442666666666668,0.0,1.0,0.0,0.2,5.4,50.6674642903464,1.0
AS14.13,2014-03-17,0.0856648304893094,14.46661971830986,30.761545454545452,256.43458124999995,19.082,0.0,0.0,30.498826086956523,42.651,59.037000000000006,3.5340000000000003,6.259,0.0,1.0,0.0,0.8,6.6,32.11036733461886,1.0
AS14.15,2014-03-17,0.0,3.322,78.8164942583732,256.43458124999995,0.0,0.0,0.0,14.428575271739136,33.825753846153845,59.037000000000006,3.5340000000000003,6.350833333333333,0.0,1.0,0.0,0.0,6.4,0.694999933242798,1.0
AS14.16,2014-03-17,0.0607142857142857,3.94025,43.4677,10.6335625,0.0,0.0,0.0,15.073,216.303,59.037000000000006,3.5340000000000003,6.350833333333333,0.0,1.0,-0.6,0.6,7.2,79.36699994405109,1.0
AS14.02,2014-03-18,0.2194843842554375,18.213433566433565,33.05110084033613,29.647666666666662,0.0,0.0,0.0,17.744400000000002,11.177052631578947,59.037000000000006,0.0,6.259,0.0,1.0,0.6,0.8,8.2,27.51506708162587,1.0
AS14.05,2014-03-18,0.1131959061579209,12.811333333333334,73.52534999999999,13.121304347826086,0.0,0.0,0.0,11.222333333333331,90.04368421052631,59.037000000000006,7.07225,7.2395,0.0,1.0,0.25,1.0,7.5,95.693680009842,1.0
AS14.08,2014-03-18,0.0284913617819378,2.96,28.675840000000004,47.59666666666667,0.0,0.0,0.0,6.733857142857143,25.2148125,0.0,7.07225,7.2395,0.0,1.0,-0.2,0.6,6.4,59.91681816361166,1.0
AS14.13,2014-03-18,0.10547148447739549,11.592708333333334,150.8266923076923,1232.164,0.0,0.0,0.0,42.65891304347826,18.942818181818183,0.0,7.07225,7.2395,0.0,1.0,-0.2,0.8,7.0,29.241638282512103,1.0
AS14.15,2014-03-18,0.1187371452077334,23.259568965517243,111.2966875,5.019,0.0,0.0,45.186,54.256,18.444894437799046,47.276,7.07225,17.082,0.0,1.0,0.4,1.2,7.2,178.59049999713903,1.0
AS14.16,2014-03-18,0.0539119099263999,5.283194444444444,33.17885714285714,48.2755,22.1,0.0,45.186,11.054,22.078815340909095,47.276,7.07225,12.16075,0.0,1.0,0.4,0.6,6.6,29.122629660147226,1.0
AS14.02,2014-03-19,0.3156317568506431,11.430573529411763,32.87327848101266,16.344916666666666,22.1,0.0,45.186,17.589333333333332,9.563,17.72390625,0.0,17.082,0.0,1.0,0.4,0.4,6.8,49.59246666792669,1.0
AS14.05,2014-03-19,0.1336912649265363,16.843357142857144,55.39411538461538,12.275916666666664,22.1,0.0,45.186,15.299625,14.252909090909093,32.499953125000005,7.797666666666667,7.545,0.0,1.0,1.0,0.75,6.75,72.56916668017703,1.0
AS14.07,2014-03-19,0.15549301922782818,14.322539682539682,33.05614795918368,195.9136666666667,22.1,0.0,45.186,15.145333333333332,156.94333333333333,29.1914,28.35111111111111,12.313500000000001,0.0,1.0,-1.0,1.4,6.8,69.85961818984056,1.0
AS14.08,2014-03-19,0.0630171632209882,4.983700000000001,30.657878787878783,6.61775,22.1,0.0,0.0,8.04525,72.80411111111111,23.457653124999997,18.074388888888887,9.098,0.0,1.0,-0.2,1.0,7.0,55.377575729832486,1.0
AS14.13,2014-03-19,0.17078006166605586,27.254482758620693,73.41804615384615,358.3003333333333,0.0,0.0,0.0,175.14995833333333,18.407,23.457653124999997,18.074388888888887,8.3215,0.0,1.0,-0.2,1.2,7.8,118.47190624289225,1.0
AS14.15,2014-03-19,0.09835421407376224,15.85101989600438,48.131547071381,143.27691666666666,0.0,0.0,0.0,53.41004166666667,82.71814814814815,29.1914,18.074388888888887,8.3215,0.0,1.0,0.2,1.2,7.4,79.06956671068558,1.0
AS14.16,2014-03-19,0.0056277056277056,6.469799999999999,45.71069096696954,17.332,0.0,0.0,0.0,11.088,82.71814814814815,29.1914,28.35111111111111,9.098,0.0,1.0,0.0,0.6,6.4,8.785666704177864,1.0
AS14.02,2014-03-20,0.2390249602103473,12.01335810810811,31.68192647058824,14.818,0.0,0.0,0.0,10.857125,14.622000000000002,0.0,0.0,9.098,0.0,1.0,-0.5,0.75,7.25,34.3333385929348,1.0
AS14.05,2014-03-20,0.1184567993861231,12.2208,73.55513114754099,11.645863636363636,0.0,0.0,0.0,12.092,16.514499999999998,0.0,0.0,0.0,0.0,1.0,1.0,0.8,7.2,73.679787866997,1.0
AS14.07,2014-03-20,0.12103648840805865,19.65288157894737,46.57875675675675,225.8926,0.0,0.0,0.0,12.49042857142857,63.87729411764706,0.0,0.0,0.0,0.0,1.0,-0.75,-0.25,5.25,97.626254547726,1.0
AS14.08,2014-03-20,0.0575238776758922,442.0800909090909,16.43764705882353,67.42211590909089,0.0,0.0,0.0,6.8585714285714285,51.48661538461538,0.0,0.0,0.0,0.0,1.0,-0.2,0.8,6.4,40.61296294353627,1.0
